 $/ sq ft ,Sale Price,List Price,>90 Day Before Sale Zestimate,$ / sq ft for keywords,Close Date,Street Number,Street Name,Street Suffix,City,County,Zip5,,Beds Total,Baths.Lavs,Est Fin Abv Grd SqFt,Acreage,Architecture Level,Architecture Style, $/ sq ft ,Basement Type,,Sale Price,Exterior,Cooling,Exterior Features,Garage Dimensions,Garage Features,Garage Size,Heating,Original List Price,Photo Count,Pool YN,PUBLIC REMARKS,Avg,Count,Without,SqFt-Est Tot Fin,SqFt-Est Fin Lower Floor,SqFt-Est Fin Abv Grd,SqFt-Est Tot Bsmt,Year Built,Year Remodeled,Porch Type
 $ 247 ,302000,299900,,#N/A,08/01/2018,802,Park,Avenue,Royal Oak,Oakland,48067,,3,2,1225,0.13,1 1/2 Story,Bungalow, $ 247 ,Unfinished,,302000,Vinyl,Central Air,"Fenced, Outside Lighting",,Detached,2 Car,Forced Air,299900,29,FALSE,"CHARMING BUNGALOW ON LARGE CORNER LOT IN WALKING DISTANCE TO PARKS AND DOWNTOWN ROYAL OAK! COVERED FRONT PORCH LEADS TO A COZY ENTRY LEVEL FEATURING REFINISHED HARDWOODS THROUGHOUT, PLASTER WALLS AND CEILINGS, NATURAL FIREPLACE IN LR WITH BRICK HEARTH AND PLANTATION SHUTTERS. CENTRAL DINING ROOM CONNECTS KITCHEN AND TWO BEDROOMS ON ENTRY LEVEL THAT SHARE AN UPDATED FULL BATH. FANTASTIC UPDATED MASTER SUITE BOASTS HUGE WIC WITH BUILT-IN CLOSET ORGANIZERS AND EN SUITE FULL BATH FEATURING DUAL VANITY AND HEATED TILE FLOOR. INCREDIBLE, LUSH, PROFESSIONALLY LANDSCAPED YARD FEATURES SPRINKLER SYSTEM AND GORGEOUS BLUESTONE PATIO. BRAND NEW 2.5 CAR GARAGE. ADD'L UPDATES INCLUDE NEW HOT WATER HEATER, WASHER & DRYER, AND HE FURNACE. IDEAL LOCATION CLOSE TO TOWN WITH THE CHARM AND PEACEFULNESS OF A WELL-MAINTAINED NEIGHBORHOOD!",$198,154,$196,"2,661",500,"2,161",500,2013,,"Patio, Porch"
 $ 247 ,715000,719000,,#N/A,05/01/2018,426,MARY,Avenue,Royal Oak,Oakland,48073,,4,2.1,2900,0.1,2 Story,Colonial, $ 247 ,Unfinished,,715000,"Brick, Composition","Ceiling Fan, Central Air","Fenced, Sprinkler(s)",,"Attached, Direct Access, Door Opener, Electricity",3 Car,Forced Air,719000,37,FALSE,"GORGEOUS NEW CONSTRUCTION HOME ON DOUBLE LOT WITH 4 BEDROOMS & 3 CAR GARAGE! KITCHEN/BATHS/LAUNDRY W/ SOLID WOOD CABINETRY INCLUDING SOFT CLOSE DOORS & SOFT CLOSE FULL EXTENSION DRAWERS. KITCHEN FEATURES INCLUDE PAN DIVIDERS, GARBAGE PULL-OUT & ROLL-OUTS. UNDER CABINET LIGHTING. FRENCH DOOR COUNTER-DEPTH REFRIGERATOR, FULL STAINLESS FRONT DISHWASHER W/TOP MOUNTED CONTROLS, DRAWER MICROWAVE, SLIDE-IN STAINLESS STOVE W/HOOD FAN. BAR AREA W/BEVERAGE FRIDGE, SINK & WINE RACK. HARDWOOD FLOORS. GAS FIREPLACE W/STONE SURROUND. MASTER BEDROOM SUITE W/WALK-IN-CLOSET, LARGE SHOWER W/DUAL SHOWER HEADS & EURO GLASS SHOWER DOOR. MUD ROOM W/LOCKERS. 1ST FLOOR LAUNDRY W/LARGE CAPACITY WASHER/DRYER. PREMIUM WINDOWS. TALL BASEMENT CEILINGS W/BACK-UP SUMP PUMP. SOLID WOOD DOORS & TRIM. HIGH-END PLUMBING & LIGHT FIXTURES. GRANITE/QUARTZ/CARRARA MARBLE COUNTER-TOPS & UNDER MOUNT SINKS THROUGH-OUT. AGGREGATE PATIO. HUGE FENCED YARD, FULLY LANDSCAPED W/IRRIGATION SYSTEM. AGENT OWNED.",$210,154,$196,"3,108",700,"2,408",750,1928,2017,Porch
 $ 247 ,345750,349900,,#N/A,11/05/2018,4324,ROBINWOOD,Avenue,Royal Oak,Oakland,48073,,3,2,1400,0.12,1 1/2 Story,Bungalow, $ 247 ,Finished,,345750,"Brick, Vinyl","Ceiling Fans 2+, Central Air",,,"Detached, Door Opener, Electricity",2 Car,Forced Air,349900,44,FALSE,"EXCEPTIONAL NORTH ROYAL OAK HOME. PHENOMENAL UPDATES! ONE OF A KIND OPEN KITCHEN WITH HIGH END FINISHES SEEN IN MUCH MORE EXPENSIVE HOMES: VAULTED CEILING WITH REMOTE CONTROL SKYLIGHTS, CUSTOM LAFATA CABINETS, GRANITE COUNTERS WITH FULL BACK SPLASH, DACOR 36"" PROFESSIONAL RANGE WITH STAINLESS HOOD, FISHER & PAYKEL DOUBLE DRAWER DISHWASHER, AMANA FRIDGE, & SLATE FLOOR WITH CUSTOM INLAYS. NEW MAIN FLOOR MARBLE BATH WITH BEAUTIFUL EURO SHOWER. ARCHITECT DESIGNED FULLY FINISHED BASEMENT WITH OFFICE, FAMILY ROOM, BEDROOM, LIMESTONE BATH, LAUNDRY ROOM, & MECHANICAL ROOM. TAKES HOME TO APPROX 2,200 SQ FT OF TOTAL LIVING SPACE! SPACIOUS MASTER WITH WALK-IN-CLOSET & BUILT-INS. LARGE BRIGHT LIVING ROOM WITH MENDOTA DIRECT VENT FIREPLACE. GORGEOUS HARDWOOD FLOORS THROUGHOUT. CUSTOM & RECESSED LIGHTING. TWO-TIERED DECK FOR ENTERTAINING AND RELAXING. EXTRA DEEP 2 CAR GARAGE. STUNNING BRICK PAVER DRIVEWAY. ANDERSEN WINDOWS. AC, HOT WATER AND FURNACE ALL NEW IN 2016. A TRUE MOVE-IN READY HOME!",$210,154,$196,"1,945",300,"1,645",725,1954,2014,"Patio, Porch"
 $ 248 ,275000,269900,,#N/A,08/14/2018,1709,VERMONT,Avenue,Royal Oak,Oakland,48067,,3,2,1109,0.16,2 Story,Bungalow, $ 248 ,Finished,,275000,"Vinyl, Other","Ceiling Fan, Central Air",,,"Detached, Direct Access, Door Opener, Workshop",2 Car,Forced Air,269900,33,FALSE,"WELCOME HOME! THIS HOME OFFERS MANY WONDERFUL FEATURES. FIRST FLOOR HAS ALL BEAUTIFUL DARK HARDWOOD FLOORS THROUGHOUT THE LIVING ROOM AND BEDROOMS. THE ENTRY LEVEL BATHROOM IS TRIMMED WITH A FARMER SINK VANITY AND CERAMIC TILE. THE KITCHEN IS TRIMMED WITH GRANITE COUNTERTOPS, CERAMIC TILE, AND BEAUTIFUL STAINLESS STEEL APPLIANCES. HEAD UPSTAIRS TO A BEAUTIFUL MASTER SUITE!! THIS MASTER SUITE OFFERS VAULTED CEILINGS WITH A CEILING FAN AND SKYLIGHT. THE CLOSET IS PERFECTLY DESIGNED FOR ALL YOUR CLOTHING NEEDS AND IS VERY ORGANIZED. THE MASTER BATH IS SURE TO PLEASE, COMPLETE WITH HEATED CERAMIC TILE, EURO SHOWER, JETTED TUB, AND DISTRESSED CABINETS FOR THAT SPA LIKE EXPERIENCE. BASEMENT HAS BEEN FINISHED FOR EXTRA LIVING/DINING/LAUNDRY SPACE. THIS BASEMENT ALSO HAS AN AREAS DESIGNED FOR STORAGE AND WORK OUT EQUIPMENT. THE HOUSE SITS ON A LARGE LOT WITH AN OVERSIZED 2 CAR GARAGE AN ATTACHED ENCLOSED SHED SPACE. TWO MOUNTED TVS ARE NEGOTIABLE. THIS HOME WILL NOT LAST LONG!",$210,154,$196,"2,850",900,"1,950","1,010",1957,,"Deck, Porch - Covered"
 $ 248 ,283500,280000,,#N/A,05/15/2018,800,BLAIR,Avenue,Royal Oak,Oakland,48067,,3,2,1143,0.14,1 1/2 Story,Bungalow, $ 248 ,Finished,,283500,Vinyl,Central Air,,,"Detached, Door Opener, Electricity",2 Car,Forced Air,280000,34,FALSE,"THIS IS THE ONE YOU’VE BEEN WAITING FOR! THIS OUTSTANDINGLY CHARMING BUNGALOW OFFERS ALMOST 1600 FINISHED SQUARE FEET OF EXCELLENCE AND UPDATES. AN OPEN FLOOR PLAN IS SHOWCASED BUT AN UPDATED KITCHEN WITH SOFT-CLOSE CHERRY CABINETS, SS APPLIANCES. BEAUTIFUL HARDWOODS THROUGHOUT THE FIRST FLOOR FLOW AND LEAD TO THE REAR BEDROOMS WITH AN ADDITION THAT CAN BE USED A FAMILY ROOM OR OFFICE. THE OVERSIZED 2ND FLOOR IS FEATURED BY A LARGE WALK-IN CLOSET, UPDATED FULL BATHROOM AND ADORNED WITH CHARACTER! THE SHOW-STOPPING LOWER LEVEL HAS BEEN PROFESSIONALLY FINISHED WITH CUSTOM BUILT-INS, WINE RACK AND WINE FRIDGE AND IS THE PERFECT PLACE TO ENTERTAIN AND RELAX. OUTSIDE YOU’LL FIND A FULL VINYL PRIVACY FENCE SHOWCASED WITH A CUSTOM BRICK-PAVER PATIO THAT LEADS TO THE LARGE BACKYARD. 2 CAR DETACHED GARAGE, CORNER LOT, UPDATES THROUGHOUT...THIS HOME HAS IT ALL! BATVAI, ALL MEASUREMENTS APPROX",$200,2,$196,"2,416",,"2,416","1,200",2014,,"Deck, Patio, Porch"
 $ 248 ,285000,290000,,#N/A,05/31/2018,3027,ALTADENA,Avenue,Royal Oak,Oakland,48073,,3,2,1148,0.16,1 1/2 Story,Bungalow, $ 248 ,"Daylight, Finished",,285000,Other,,,,Detached,2 Car,Forced Air,290000,21,FALSE,"*HOME SWEET HOME*COMPLETED RENOVATED ROYAL OAK HOME. THIS HOME HAS SO MUCH TO OFFER FROM TOP TO BOTTOM. THE KITCHEN WILL BE THE PLACE TO ENTERTAIN ON YOUR QUARTZ ISLAND WITH WHOM EVER YOU LIKE. WITH NEW SLIDING SLIDING DOOR TO THE LARGE FENCED IN BACK YARD. HAVE BBQ COOK OUTS  ON THE BRAND NEW WASHED AGGREGATE PATIO! DOESN'T STOP THERE, WALK DOWN TO THE LARGE FINISH BASEMENT WITH A FULL BATHROOM. RIGHT DOWN THE STREET FROM A PARK. THIS HOME IS EXCITED FOR ITS NEW OWNERS AND CAN'T WAIT TO MEET YOU!  SIDE NOTE* :SIZE OF ROOMS WILL BE UPDATED SHORTLY",$210,154,$196,"1,350",,"1,350",782,1949,2016,"Deck, Porch"
 $ 249 ,258500,249900,,#N/A,05/30/2018,4407,ROBINWOOD,Avenue,Royal Oak,Oakland,48073,,3,2,1040,0.12,1 Story,Ranch, $ 249 ,Finished,,258500,Brick,"Ceiling Fan, Central Air",Fenced,,"Detached, Door Opener, Electricity",2 Car,Forced Air,249900,31,FALSE,"WHAT THE HECK? PERFECTLY APPOINTED AND BEAUTIFULLY MAINTAINED, THIS 3 BEDROOM, 2 FULL BATH RANCH IN ROYAL OAK IS MOVE-IN READY! BAMBOO WOOD FLOORING GREETS YOU UPON ENTERING LIVING ROOM, NEW CARPET AND ALL NEW WINDOW TREATMENTS AWAIT YOU IN THE BEDROOMS. UPDATES INCLUDE: KITCHEN WITH 42” UPPER CABINETRY, HARD SURFACE COUNTERS, 6-PANEL INT. DOORS AND OIL-RUBBED BRONZE HARDWARE; HOME HAS BEEN MASTERLY UPDATED WITH SMARTHINGS LIGHT SWITCHES AND NEST THERMOSTAT, MAKING IT A SMART HOUSE! SPACIOUS AND BEAUTIFULLY FINISHED BASEMENT OFFERS 1000 SQ FT OF ADD'L GREAT LIVING SPACE!  20’X20’ 2-CAR GARAGE, FENCED BACKYARD, AND ALL APPLIANCES STAY! GREAT HOME IN A FANTASTIC LOCATION!",$210,154,$196,"2,300",,"2,300","1,100",1970,2018,"Deck, Porch"
 $ 250 ,650000,649000,,#N/A,10/26/2018,4201,Sheffield,Avenue,Royal Oak,Oakland,48073,,3,2.1,2604,0.17,2 Story,Colonial, $ 250 ,Unfinished,,650000,"Brick, Composition","Ceiling Fan, Central Air",Fenced,,"Attached, Door Opener, Electricity",2 Car,Forced Air,649000,46,FALSE,"QUALITY WORKMANSHIP IN THIS NEW CONSTRUCTION HOME! KITCHEN/BATHS/LAUNDRY W/ SOLID WOOD CABINETRY INCLUDING SOFT CLOSE DOORS & SOFT CLOSE FULL EXTENSION DRAWERS. MANY FEATURES SUCH AS PAN DIVIDERS, GARBAGE PULL-OUT & ROLL-OUTS. UNDER CABINET LIGHTING. PROFESSIONAL GRADE FRENCH DOOR COUNTER-DEPTH REFRIGERATOR, FULL STAINLESS FRONT DISHWASHER W/TOP MOUNTED CONTROLS, ISLAND MICROWAVE, SLIDE-IN STAINLESS STOVE WITH HOOD FAN. HARDWOOD FLOORS THROUGH OUT FIRST FLOOR. GAS FIREPLACE WITH FLOOR TO CEILING STACKED STONE. MASTER BEDROOM SUITE FEATURING WALK-IN-CLOSET, LARGE SHOWER W/DUAL SHOWER HEADS & EURO GLASS SHOWER DOOR. MUD ROOM W/LOCKERS. 1ST FLOOR LAUNDRY W/LARGE CAPACITY FRONT LOAD WASHER/DRYER. 9 FT. BASEMENT CEILINGS W/BACK-UP SUMP PUMP. SOLID WOOD DOORS & TRIM. HIGH-END PLUMBING & LIGHT FIXTURES. GRANITE COUNTER-TOPS & UNDER MOUNT SINKS THROUGHOUT. OVERSIZED 2 CAR ATTACHED GARAGE. AGGREGATE PATIO. HUGE FENCED YARD. AGENT OWNED. * HIGHEST AND BEST DUE SEPTEMBER 25TH AT 5:00PM*",$210,154,$196,"2,329",,"2,329",900,1923,2018,"Patio, Porch - Covered"
 $ 250 ,250000,249900,,#N/A,09/28/2018,2221,DALLAS,Avenue,Royal Oak,Oakland,48067,,3,2,1000,0,1 Story,Ranch, $ 250 ,Finished,,250000,Vinyl,Central Air,Fenced,,Detached,2 Car,Forced Air,249900,21,FALSE,"RENOVATED ROYAL OAK RANCH. AMAZING OPEN KITCHEN WITH WHITE CABINETS, QUARTZ COUNTERTOPS, CUSTOM TILE WORK AND STAINLESS STEEL APPLIANCES. REFINISHED HARDWOOD FLOORS, NEW LIGHT FIXTURES AND INTERIOR DOORS. NEW ROOF, VINYL SIDING AND WINDOWS. 2018 BUILT TWO CAR GARAGE  WITH OPENER. REMODELED BATHROOM WITH CUSTOM TILE WORK. FINISHED BASEMENT WITH FAMILY ROOM, FULL THREE PIECE BATHROOM AND LOTS OF STORAGE. NEW FURNACE AND CENTRAL AIR. PROFESSIONALLY PAINTED INTERIOR, POSSESSION AT CLOSE AND VERY CLEAN.",$199,154,$196,"2,071",,"2,071","1,040",2014,,Porch - Covered
 $ 250 ,258000,254900,,#N/A,05/11/2018,1223,TWELVE MILE,Road,Royal Oak,Oakland,48073,,2,2,1032,0.15,1 Story,Ranch, $ 250 ,Finished,,258000,Brick,ENERGY STAR® Qualified A/C Equipment,,,Detached,2 Car,ENERGY STAR® Qualified Furnace Equipment,264900,38,FALSE,"YOU'RE GOING TO WANT TO SEE THIS HOUSE!COMPLETELY REMODELED AND MOVE IN READY HOME NEAR DOWNTOWN ROYAL OAK. NEW WOOD FLOORS AND FRESH DESIGNER PAINT SURROUNDS THE HOME GREETING ALL WHO ENTER WITH WARMTH AND LIGHT. THE KITCHEN HAS BEEN COMPLETELY REMODELED AND NOW FEATURES SAMSUNG BLACK STAINLESS STEEL APPLIANCES, WHITE SHAKER STYLE SOFT CLOSE DRAWER CABINETS AND GRANITE COUNTERS. THE REMODELED BATHROOM FEATURES SUBWAY TILE AND LARGE UPGRADED VANITY. THE FINISHED BASEMENT HAS WIDE PLANK LTV FLOOR AND WILL BECOME YOUR FAVORITE PLACE TO ENTERTAIN AND THE LARGE BACK YARD AND 2 CAR GARAGE IS THE PERFECT PLACE FOR OUTDOOR EVENTS.",$210,154,$196,"2,880",400,"2,480","1,129",1956,2013,"Deck, Patio, Porch - Covered"
 $ 250 ,402000,399900,,#N/A,05/11/2018,3022,SHENANDOAH,Drive,Royal Oak,Oakland,48073,,3,3,1607,0.16,3 Story,Colonial, $ 250 ,Finished,,402000,Vinyl,Central Air,"Fenced, Outside Lighting",24x20,"Detached, Door Opener, Electricity",2 Car,Forced Air,399900,30,FALSE,"WELCOME HOME TO THIS NOSTALGIC, EXTENSIVELY REMODELED 1922 SEARS PURITAN!  SOME OF THE MANY FEATURES INCLUDE AN INVITING OPEN FLOOR PLAN WITH GRANITE & MARBLE IN THE KITCHEN, LIVING ROOM WITH GAS FIREPLACE AND WOOD FLOORS THROUGHOUT THE HOME.  IN ADDITION THIS HOME HAS 2 BEDROOMS ON THE 2ND FLOOR WITH A FULLY REMODELED BATH AND OFFICE AREA AND ADDITIONAL BEDROOM ON THE 3RD FLOOR.  THE BASEMENT IS IMPECCABLY FULLY FINISHED WITH FULL BATHROOM, OFFICE AND LAUNDRY AREA WITH GRANITE COUNTER TOPS AND FULL BATHROOM WITH TRAVERTINE STONE SHOWER. IN ADDITION YOU'LL FIND A 460 SQ. FT. BONUS RECREATION / GUEST QUARTERS WITH WOOD BURNING STOVE ABOVE THE GARAGE ALONG WITH AN ALLURING LANDSCAPED YARD WITH GARDENS, SITTING AREA AND BRICK PAVED PATIO.  A CHARMING, ONE OF A KIND HOME........YOUR SEARCH IS OVER.",$210,154,$196,"2,419",700,"1,719",875,1924,,Patio
 $ 250 ,365000,375000,,#N/A,08/31/2018,507,WILSON,Avenue,Royal Oak,Oakland,48067,,3,2,1459,0.14,2 Story,Cape Cod, $ 250 ,Finished,,365000,"Cedar, Vinyl","Ceiling Fan, Central Air","Fenced, Gutter Guard System, Outside Lighting, Sprinkler(s)",,"Detached, Door Opener, Electricity",2 Car,Forced Air,375000,29,FALSE,"THIS IS THE ONE YOU HAVE BEEN SEARCHING FOR! ADORABLE BLUE AND WHITE CAPE COD IN THE BEAUTIFUL GLENORIA PARK AREA OF ROYAL OAK. OPEN FLOOR PLAN WITH SOARING CEILING AND OPEN KITCHEN. CHERRY CABINETS, GRANITE, GLASS BACK SPLASH AND STAINLESS STEEL APPLIANCES. 2 FULL BATHS (ONE UP AND ONE MAIN LEVEL)THAT HAVE BEEN BEAUTIFULLY DONE.FINISHED LOWER LEVEL WITH A SEPARATE ROOM THAT COULD BE 4TH BEDROOM/OFFICE. LANDSCAPED YARD WITH OVERSIZED GARAGE, PATIO AND DECK.SPRINKLER SYSTEM AND WALKING DISTANCE TO DOWNTOWN ROYAL OAK.TENANT OCCUPIED SO PLEASE ALLOW 24 HOURS TO SHOW.",$210,154,$196,"2,446",588,"1,858",952,1951,,"Deck, Porch"
 $ 251 ,251900,249900,,#N/A,08/27/2018,1406,FERRIS,Avenue,Royal Oak,Oakland,48067,,3,2,1005,0.15,1 Story,Ranch, $ 251 ,"Finished, Interior Access Only",,251900,"Aluminum, Stone","Central Air, ENERGY STAR® Qualified A/C Equipment","Fenced, Outside Lighting",,"Detached, Direct Access, Door Opener, Electricity",1 Car,"ENERGY STAR® Qualified Furnace Equipment, Forced Air",264900,31,FALSE,"OUTSTANDING RANCH IN GREAT LOCATION NEAR DOWNTOWN ROYAL OAK. UPDATED KITCHEN WITH GRANITE AND STAINLESS STEEL APPLIANCES. REFINISHED HARDWOOD FLOORS IN LIVING ROOM AND ALL BEDROOMS, CERAMIC TILE FLOORS IN KITCHEN AND BOTH FULL BATHS. PARTIALLY FINISHED LOWER LEVEL, NEST LEARNING HVAC SYSTEM WITH NEW A/C AND FURNACE IN 2017. DETACHED GARAGE WITH GRACIOUS BACKYARD.",$210,154,$196,"3,580",797,"2,783",797,1973,2012,
 $ 251 ,285000,299000,,#N/A,01/18/2019,1507,ALEXANDER,Avenue,Royal Oak,Oakland,48067,,3,2.1,1137,0.12,2 Story,Bungalow, $ 251 ,Finished,,285000,Vinyl,Central Air,"Fenced, Outside Lighting",,"Detached, Door Opener, Electricity",2 Car,Forced Air,299000,21,FALSE,"COMPLETELY REMODELED, TOP TO BOTTOM!, A VERY IMPRESSIVE RENOVATION. NEW GRANITE KITCHEN WITH STAINLESS STEEL APPLIANCES, UPDATED BATHROOMS, NEW CARPET & HARDWOOD FLOORING, FINISHED BASEMENT WITH A NEW HALF BATH AND GUEST BEDROOM. QUALITY WORKMANSHIP & MATERIALS. JUST A FEW MORE GREAT FEATURES: HEATED FOUR SEASONS ROOM, DEEP BACKYARD, DETACHED GARAGE THAT CAN HOUSE UP TO 3 VEHICLES, NEWER ROOF, NEW SIDING, BRAND NEW FENCED-IN YARD WITH DRIVEWAY GATE, FRESHLY LANDSCAPE. SERIOUSLY, JUST UNPACK YOUR CLOTHES AND MOVE IN!",$210,154,$196,"3,656",800,"2,856","1,262",1918,,Porch - Covered
 $ 251 ,255000,245000,,#N/A,07/24/2018,132,REMBRANDT,Avenue,Royal Oak,Oakland,48067,,3,2,1017,0.13,1 1/2 Story,Bungalow, $ 251 ,Partially Finished,,255000,Vinyl,"Ceiling Fans 2+, Window Units 2+","Fenced, Spa/Hot-tub",,Detached,2 Car,Forced Air,245000,34,FALSE,"COME CHECK OUT THIS BEAUTIFULLY MAINTAINED 3 BEDROOM 2 BATHROOM BUNGALOW!  THIS HOME HAS GREAT CURB APPEAL AND THAT EXTENDS TO THE BACKYARD AS WELL, WHERE YOU'LL FIND A DECK FOR LOUNGING AND A HOT TUB!  UPDATES INCLUDE NEW CARPET, NEW PAINT, NEW BATHROOM, AND BRAND NEW ROOF NOV 2017! THE MASTER UPSTAIRS PROVIDES A LARGE BEDROOM WITH PLENTY OF CLOSET/STORAGE SPACE.  TWO NICE SIZED BEDROOMS ON THE ENTRY LEVEL, LIVING ROOM, KITCHEN, AND A SEPARATE DINING AREA, WHICH YOU DON'T SEE TOO OFTEN IN BUNGALOWS.  IN THE PARTIAL FINISHED BASEMENT YOU'LL FIND PLENTY OF ROOM FOR ENTERTAINING, LAUNDRY ROOM, STORAGE ROOM, AND A BEAUTIFUL BRAND NEW FULL BATHROOM.  OUTSIDE YOU HAVE A 2 CAR GARAGE AND AN ADDITIONAL STORAGE SHED, STILL LEAVING PLENTY OF ROOM FOR HAVING FAMILY AND FRIENDS OVER TO HANG OUT ON THE DECK!  YOU CAN'T BEAT THIS LOCATION, VERY CLOSE TO MAJOR FREEWAYS AND WALKING DISTANCE TO ALL THAT DOWNTOWN ROYAL OAK HAS TO OFFER!  *OPEN HOUSE* SAT 6/16 FROM 12 PM - 2 PM*.  BATVAI.",$210,154,$196,"3,618","1,000","2,618","1,309",1924,2012,Porch - Covered
 $ 251 ,260000,255000,,#N/A,05/29/2018,232,Gardenia,Avenue,Royal Oak,Oakland,48067,,3,1,1036,0.21,1 1/2 Story,Colonial, $ 251 ,Unfinished,,260000,Wood,Central Air,,,"Detached, Side Entrance",2 Car,Forced Air,255000,30,FALSE,"THIS IS THE ROYAL OAK HOME YOU’VE BEEN SEARCHING FOR! 5 MINUTES FROM EVERYTHING ON MAIN STREET, THIS BEAUTIFUL COLONIAL IS A PERFECT COMBO OF CLASSIC STYLE & MODERN CHARM. GORGEOUS HARDWOOD FLOORS IN THE SPACIOUS LIVING ROOM CARRY THROUGH TO THE LARGE FORMAL DINING ROOM. FINE DETAILS ABOUND, FROM THE CROWN MOLDING TO THE WIDE BASEBOARD & WOOD BURNING STONE FIREPLACE. FRENCH DOORS OFF THE DINING ROOM LEAD TO THE BACKYARD DECK-PERFECT FOR A SUMMER BBQ. THE BRIGHT KITCHEN FEATURES GLEAMING CHECKERED TILE & STAINLESS STEEL APPLIANCES. UPSTAIRS FIND 3 BEDROOMS WITH HARDWOODS HIDING UNDER THE FUN FLOWERED CARPETING. THE UPDATED BATHROOM FEATURES A TILED SHOWER, WAINSCOTING & LOADS OF NATURAL LIGHT. OUTSIDE, THE LARGE BACKYARD PROVIDES LIMITLESS POSSIBILITIES FOR RECREATION & RELAXATION. BETWEEN THE UNFINISHED BASEMENT, 2-CAR GARAGE & SHED THERE IS PLENTY OF STORAGE SPACE. THE HOME IS IN THE HIGHLY RATED ROYAL OAK SCHOOL SYSTEM WITH 17 PARKS, 3 DOG PARKS & 35 GOLF COURSES WITHIN 5 MILES.",$210,154,$196,"3,047",502,"2,545",502,1924,2012,Porch - Covered
 $ 251 ,260000,249900,,#N/A,05/14/2018,1748,CRESTHILL,Avenue,Royal Oak,Oakland,48073,,3,2,1035,0.24,1 Story,Ranch, $ 251 ,Finished,,260000,"Brick, Vinyl",Central Air,Fenced,,"Detached, Electricity, Side Entrance",2 Car,Forced Air,249900,23,FALSE,"OFFERS BEING REVIEWED BY SELLER AT 5PM, SUNDAY, 4/15/18.  MOVE IN AND ENJOY YOUR SUMMER IN THIS GORGEOUS, UPDATED BRICK RANCH.  LOCATED IN A GREAT NEIGHBORHOOD, JUST MINUTES AWAY FROM 3 GREAT DOWNTOWN AREAS - BIRMINGHAM, ROYAL OAK AND CLAWSON.  RELAX OR ENTERTAIN ON THE LARGE TREX DECK OVERLOOKING A PARK-LIKE BACK YARD WITH PRIVACY FENCE AND PERENNIAL GARDENS.  THE KITCHEN WAS RECENTLY UPDATED WITH NEW FLOORING, GRANITE COUNTERTOPS AND STAINLESS APPLIANCES.  THERE ARE TWO UPDATED FULL BATHS.  THE ENTIRE HOME IS FRESHLY PAINTED WITH REFINISHED HARDWOOD FLOORS.  THE FINISHED BASEMENT RUNS THE LENGTH OF THE HOME, ALMOST DOUBLING THE LIVING SPACE.  LARGE 2.5 CAR GARAGE HAS BEEN COMPLETELY INSULATED AND DRY-WALLED.  EVERY PART OF THIS HOME IS IN EXCELLENT CONDITION AND READY FOR WORRY FREE LIVING!",$210,154,$196,"2,407",,"2,407",943,1927,,Porch
 $ 251 ,257500,239900,,#N/A,04/27/2018,618,FAIRWAY,Drive,Royal Oak,Oakland,48073,,3,1.1,1024,0.14,1 Story,Ranch, $ 251 ,Finished,,257500,"Brick, Wood",Central Air,"Fenced, Outside Lighting",,"Detached, Electricity, Heated, Workshop",2 Car,Forced Air,239900,20,FALSE,"BEAUTIFUL THREE BEDROOM RANCH WITH LOTS OF IMPRESSIVE UPDATES!SPACIOUS LIVING ROOM WITH LOTS OF NATURAL SUNLIGHT, RECESSED LIGHTING AND REFINISHED HARDWOOD FLOORS*LARGE KITCHEN WITH NEW QUARTZ COUNTERTOPS AND SUBWAY BACKSPACE TILE*MAIN BATH HAS NEW VANITY, SINK, FAUCET, FLOORING AND REGLAZED TILESAMAZING NEW FINISHED BASEMENT WITH DRYWALL, ELECTRICAL, LIGHTING, CARPET, WAINSCOTING,CLOSET,BATHROOM AND LAUNDRY ROOM*NICE FENCED BACKYARD WITH NEW LANDSCAPING, DECK AND FIREPIT-GREAT FOR ENTERTAINING!HOME HAS BEEN FRESHLY PAINTED THROUGHOUT*EXTRA DEEP TWO CAR GARAGE!ADDITIONAL UPGRADES: NEW DRIVEWAY, HERRINGBONE PAVERS, NEW FRONT DOOR AND INTERIOR DOORS, NEW LIGHTING, BASEBOARDS AND CROWN MOLDING* THIS AMAZING HOME IS MOVE IN READY AND CLOSE TO DOWNTOWN ROYAL OAK! **HIGHEST AND BEST DUE MONDAY, MARCH 26TH BY 3 PM**",$210,154,$196,"2,233",,"2,233","1,000",1920,2018,Porch - Covered
